"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Nicaragua","NIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","324","2183","4400","5100","7560","18310","44229","90294","164509","237248","466706","738624","1119379","1830220","2502281","3108002","3344563","3962247","4823534","5851723","6808930","7067860",
"Netherlands","NLD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","","4800","15300","24200","33000","56000","79000","115000","166000","216000","321000","539000","1016000","1717000","3351000","6745460","10755000","12200000","12100000","13200000","14800000","15834000","17296000","19285000","20627000","20149000","19179000","19829309","19717000","19467000","19562000",
"High income: nonOECD","NOC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","2330","3564","5936","12376","30756","62859","108695","227717","400199","684624","1113295","1663691","2430635","3654974","5643746","10293923","17861781","31477546","49855272","64969692","83866748","111581500","160680426","229981814","289644657","342372299","394335893","448453730","473712830","452683660","467768869","487249360","492139777",
"Norway","NOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","1670","11059","23473","39050","63075","87061","120029","152193","167651","196828","234423","282918","371403","588478","981305","1261445","1676763","2072000","2664000","3224000","3593000","3790000","4060829","4524750","4754453","4868916","5037650","5211207","5354554","5599286","5725447","5797502","5863034","5932761",
"Nepal","NPL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5500","10226","17286","21881","81867","116778","227316","1157102","3268895","4200000","5597880","9195562","13354477","16608622","21362289","23196036",
"New Zealand","NZL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","2400","10000","28900","54100","72300","100200","143800","239200","365000","492800","566200","790000","1395000","1542000","2288000","2449000","2599000","3027000","3530000","3802290","4251207","4620000","4700000","4710000","4820000","4922000","4766000","5100000",
"High income: OECD","OEC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","99179","145291","311566","736224","1402846","2444085","4147288","6990225","10503341","14967433","20906746","30088071","47871222","76354066","120054194","169828690","242825210","354239187","493518892","583720162","639460110","702180584","776979874","853137854","932528862","1016070488","1061677695","1087885213","1105632470","1150379801","1181909839","1205877736","1230566590",
"OECD members","OED","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","99179","145291","311566","736224","1403211","2449186","4158634","7014331","10599076","15176159","21280788","30558390","48615252","77479709","121882433","173179313","249680812","370092339","523730177","625050618","688711494","760165819","850138558","943875565","1040587023","1144605757","1202805274","1233858341","1258785598","1310284799","1350317614","1379300548","1404642901",
"Oman","OMN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","52","747","1159","1711","2098","2730","3672","4721","5616","6751","8052","15000","53000","98000","121000","162000","323000","463000","594000","806280","1333225","1818024","2500000","3219349","3970563","4606133","4809248","5277591","5617426","6194169",
"Other small states","OSS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2200","2500","3396","5694","9099","20727","39879","76809","132744","292507","722948","1133449","1593597","2055248","3276237","4327114","5717114","7991127","10440618","12616332","14837401","17206085","18983882","21247741","22843714",
"Pakistan","PAK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","8500","13500","16000","24662","40964","68038","135027","196096","265614","306493","742606","1698536","2404400","5022908","12771203","34506557","62856712","88019742","94342030","99185844","108894518","120151237","127737286","135762031",
"Panama","PAN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","23474","85883","232888","410401","475141","525845","692406","1259948","1748740","2174451","3010635","3915246","6066683","6646348","6735429","6213564","6297604","6205238",
"Peru","PER","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1650","5700","21550","36300","52200","73543","200972","421814","742642","1013314","1273857","1793284","2306943","2930343","4092558","5583356","9120000","15417247","20951834","24700361","29115149","32461415","29388077","29793297","31666244",
"Philippines","PHL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34600","56044","102400","171903","493862","959024","1343620","1733652","2849980","6454359","12159163","15383001","22509560","32935875","34778995","42868911","57344815","68117167","75586646","83150138","94189795","101978345","102823569","111326045",
"Palau","PLW","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2458","3924","3924","6051","8346","10691","11667","12744","14512","15445","17151","17945","19114",
"Papua New Guinea","PNG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2285","3857","5558","7059","8560","10700","15000","17500","48311","75000","100000","300000","874000","1417546","1909078","2400000","2709000","3000000","3358900",
"Poland","POL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2195","15699","38942","75000","216900","812200","1928042","3956500","6747000","10004661","13898471","17401222","23096065","29166391","36745454","41388774","43926365","44806632","46952111","50160222","54086209","56972803","59795800",
"Puerto Rico","PRI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","","3917","8700","11600","20369","33410","60000","95000","175000","287000","329000","367000","580000","813800","1318099","1628161","1646932","1709062","1847927","1993465","2198845","2431512","2543587","2712220","2933988","3108372","3049697","3085146","3208824",
"Korea, Dem. Rep.","PRK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69261","431919","1000000","1700000","2420000","2800000",
"Portugal","PRT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2782","6500","12600","37262","101300","173508","340845","663651","1506958","3074633","4671458","6664951","7977537","8670000","10002705","10571100","11447313","12226439","13477414","14049187","11795080","12210377","12334595","11917565","11990993","11861924",
"Paraguay","PRY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","3390","7660","15807","32860","84240","231520","435611","820810","1150000","1667018","1770345","1749048","1887000","3232842","4694361","5790759","5618639","5920858","6529053","6793703","7053297","7305277",
"Pacific island small states","PSS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1588","3115","4858","7417","10899","27988","60000","85870","105458","151359","206559","300319","411474","740150","756639","925833","1181880","1252791","1530506","1607880","1639961",
"French Polynesia","PYF","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1150","2719","5427","11060","21929","39900","67300","52250","60100","96000","120000","152000","174847","187146","208261","215890","222827","226000","236900","239700",
"Qatar","QAT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","","","","","","","","3811","4057","4233","4289","11533","18469","28772","43476","65756","84365","120856","177929","266703","376535","490333","716763","919773","1264206","1429486","1948770","2186447","2302225","2601210","3310353","3305822",
"Romania","ROU","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","2775","9068","17000","201000","643000","1355500","2499000","3845116","5110591","7039898","10215388","13354138","15991000","20400000","24470000","25100000","24360000","23420000","22840000","22910000","22920000",
"Russian Federation","RUS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","6000","10000","27744","88526","223002","484883","747160","1370630","3263200","7750499","17608756","36135135","73722222","120000000","150674000","171200000","199522340","230050000","237689224","203751647","208065063","218300372","221030353",
"Rwanda","RWA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","11000","39000","65000","82391","130720","137271","222978","314201","635137","1322637","2429252","3548761","4446194","5690751","6689158","7747019",
"South Asia","SAS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3010","10300","16394","31187","54948","171460","471054","1159044","1642304","2564006","4610654","8506448","16793719","39203391","63084788","116939914","229130635","347230170","503420161","703991350","959743272","1137372523","1138635870","1195029772","1270158089",
"Saudi Arabia","SAU","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14851","15331","15828","15910","15959","16008","190736","332068","627321","836628","1375881","2528640","5007965","7238224","9175764","14164184","19700000","28400000","36000000","44864355","51564375","54000000","53000000","53104000","52736089",
"Sudan","SDN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2200","3800","8600","13000","23000","103846","190778","527233","1048558","1827940","4683127","8218092","11991469","15339895","18093231","25056185","27658595","27657875","27796611",
"Senegal","SEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","122","1412","6942","27487","87879","250251","301811","553449","782423","1121314","1730106","2982623","3630804","5389133","6901492","8343717","9352868","11470646","13133772","14379729",
"Singapore","SGP","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","","","","","10827","26295","51728","81906","120000","179000","235630","306000","431010","848600","1094700","1630800","2747400","2991600","3313000","3577000","3990700","4384600","4788600","5924100","6414800","6884800","7384600","7794300","8067600","8438100","8724200",
"Solomon Islands","SLB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144","230","337","658","702","1093","1151","967","999","1060","3000","6000","7000","10900","30000","50000","115500","274872","302147","323105","376696",
"Sierra Leone","SLE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11940","26895","67000","113214","","","","776000","1008800","1160000","2000000","2137000","2210000","4000000","4756800",
"El Salvador","SLV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1632","4868","13475","23270","40163","137114","511365","743628","857782","888818","1149790","1832579","2411753","3851611","6137381","6950703","7566245","7700336","8316150","8649000","8991899","9194242",
"San Marino","SMR","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","900","1300","1900","2340","2279","2350","4980","9580","14503","15854","16759","16900","17085","17150","17390","17500","24402","29949","30587","35465","36000","36780","37600",
"Somalia","SOM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80000","85000","100000","200000","500000","500000","550000","600000","627000","641000","648200","1800000","2300000","5183000","5500000",
"Serbia","SRB","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4729629","5510690","6643722","8452642","9618767","9912339","9915348","10182023","9137894","9198717","9344977",
"Sub-Saharan Africa (developing only)","SSA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","7880","9600","17406","59142","372608","601656","1082156","2084970","3866816","6449942","11414311","16995044","25021368","35596893","54096727","90212628","135043559","184596499","260860570","316449043","387436541","471119980","544182118","618275375","682969064",
"South Sudan","SSD","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500000","1800000","2300000","2853228","2876097",
"Sub-Saharan Africa (all income levels)","SSF","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","7880","9600","17406","59142","372608","601706","1083260","2087517","3872303","6466858","11445272","17046727","25098099","35687622","54212996","90368334","135233899","184823777","261134046","316759711","387953418","471725434","544819675","618922948","683636940",
"Small states","SST","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4272","8026","16789","29427","46848","90139","130253","192859","286292","582400","1503002","2439808","3752473","5044517","7158308","8989245","11722248","15168844","18305576","21188873","23955204","25992990","27836429","30593959","32306359",
"Sao Tome and Principe","STP","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1980","4819","7745","11953","18424","30099","50551","80829","102730","115038","122172","125329","128500",
"Suriname","SUR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1078","1382","1687","2416","2258","6007","17500","41048","87000","108363","168522","212819","232785","320000","380000","657106","763912","521166","533522","569069","868600","927800",
"Slovak Republic","SVK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","1537","3125","5946","12315","28658","200140","465364","664072","1243736","2147331","2923383","3678774","4275164","4540374","4893232","6068063","5520043","5497719","5925012","5983059","6094466","6208412","6378095",
"Slovenia","SVN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","523","3500","6500","16332","27301","41205","93611","161606","631411","1215601","1470085","1667234","1739146","1848637","1759232","1819572","1928412","2054899","2100435","2121950","2168548","2241160","2283573","2326386",
"Sweden","SWE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","20362","27236","36294","57914","73000","112600","173000","243000","349000","461200","568200","656000","774500","1381000","2008000","2492000","3169000","4109000","5126000","6372300","7178000","7949000","8801000","8785000","9104000","9607000","10116852","10014000","10440000","10992407","11454252","11848449","12014368","12312387",
"Swaziland","SWZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4700","14000","33000","55000","68000","85000","145000","200000","250000","380000","531643","664432","725802","766540","805000","893000","916800",
"Sint Maarten (Dutch part)","SXM","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","1043","2247","5190","16316","25961","36683","44731","49229","54369","58806","70340","77278","93476","110668","117587","126594","136480","136790","151336",
"Syrian Arab Republic","SYR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","30000","200000","400000","1185000","2346000","2950000","4675000","6234682","7056158","10021861","11696000","12917000","12980000","12291150","15598936",
"Turks and Caicos Islands","TCA","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5500","22000","34200","65000","123000","210000","466088","918356","1600000","2281320","2875304","3665661","4402282","4561243","5251560",
"Togo","TGO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2995","7500","17000","50000","95000","165138","243613","332565","433635","708000","1190319","1549542","2187334","2602283","2695335","3312239","4262993","4822900",
"Thailand","THA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","821","5882","17563","39936","63223","123551","250584","413557","737283","1297826","1844627","2203905","1976957","2339401","3056000","7550000","17449890","21616910","26965548","30460238","40125470","52973994","61837164","65952313","71726300","77449000","85012000","93849000","97096000",
"Tajikistan","TJK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","320","420","625","1160","1630","13200","47617","135000","265000","2150000","2132770","3673520","4900000","5940842","6324000","6528000","7537100","7999100",
"Turkmenistan","TKM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2500","3000","4000","7500","8173","8173","9187","50100","105000","216868","381670","1135150","2132890","3197624","5300000","5900000","6125300","7206100",
"Timor-Leste","TLS","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","20058","25722","33072","49100","78215","125002","350891","473020","614151","621000","650000","676900",
"Tonga","TON","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","302","120","130","140","180","236","3354","11200","16400","29872","30051","46525","50472","53000","54300","55000","56000","57500","68000",
"Trinidad and Tobago","TTO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","426","1277","1679","2599","6353","9534","17140","26307","38659","161860","256106","262772","336352","651189","924100","1518800","1509800","1806120","1846345","1894240","1826200","1883683","1943873","1980566",
"Tunisia","TUN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","","","224","401","636","953","1239","1974","2269","2709","3185","6500","7656","38998","55258","119165","389208","574334","1917530","3735695","5680726","7339047","7842619","8602164","9797026","11114206","12387656","12843889","12712365","14283633",
"Turkey","TUR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","365","5101","9846","15606","31809","47828","61395","84187","174779","437130","806339","1609809","3506127","8121517","16133405","19572897","23323118","27887535","34707549","43608965","52662700","61975807","65824110","62779554","61769635","65321745","67680547","69661108","71888416",
"Tuvalu","TUV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","1300","1600","1800","","1000","1600","2130","2800","3400","3800",
"Taiwan, China","TWN","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","371","3500","9038","20200","37940","50950","110518","275560","606859","1298000","1942000","2964000","5609000","8252000","13006793","17469486","20983853","25666455","27219283","27442823","31862656",
"Uganda","UGA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1747","4000","5000","30000","56358","126913","283520","393310","776169","1165035","1315300","2008818","4195278","8554864","9383734","12828264","16696992","16356387","18068648","20365941",
"Ukraine","UKR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","5000","14000","30000","57200","115500","216567","818524","2224600","3692700","6498423","13735000","30013500","49076239","55240400","55681476","54942815","53928830","55576481","59343693","62458800","61170229",
"Upper middle income","UMC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","12003","29318","59839","117882","280272","547502","1100122","2173916","4798391","9650389","16940508","30510081","51249638","93451762","169119137","263922149","363628500","471271620","613540297","781371098","954128453","1164482898","1372888071","1554266717","1740982557","1965089236","2146259277","2334820840","2420536688",
"Uruguay","URY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1712","4969","6825","39904","78601","99235","151341","319131","410787","519991","513528","497530","599768","1154923","2330011","3004323","3507816","4111560","4437158","4757425","4995459","5267947","5497094",
"United States","USA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","","","","91600","340213","681825","1230855","2069441","3508944","5283055","7557148","11032753","16009461","24134421","33785661","44042992","55312293","69209321","86047003","109478031","128500000","141800000","160637000","184819000","203700000","229600000","249300000","261300000","274283000","285118000","297404000","304838000","310698000","317443800",
"Uzbekistan","UZB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","902","3731","9510","17232","26826","40389","53128","128012","186900","320815","544100","720000","2530365","5691458","12375274","16417914","20952000","25441789","20274090","21500000","21639200",
"St. Vincent and the Grenadines","VCT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","70","83","150","215","280","346","750","1420","2361","7492","9982","62911","72000","70620","87634","110491","130098","121114","131791","131809","126992","125378","115017",
"Venezuela, RB","VEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1800","3685","7422","16600","78560","182600","319000","403800","581700","1071900","2009757","3784735","5447172","6472584","6541894","7015121","8420980","12495721","18789466","23820133","27414377","28123570","27880132","28781999","30569073","30896079","30528022",
"Virgin Islands (U.S.)","VIR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","16000","25000","30000","35000","41000","45150","49300","64200","80300","","","","","","","","","",
"Vietnam","VNM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","4060","12500","23500","68910","160457","222700","328671","788559","1251195","1902388","2742000","4960000","9593200","18892480","45024048","74872310","98223980","111570201","127318045","131673724","123735557","136148124",
"Vanuatu","VUT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","121","154","207","220","300","365","350","4900","7800","10504","12692","15000","26000","36000","131682","169935","136956","146084","127244","156051",
"West Bank and Gaza","PSE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0","","","","","","7076","175941","251602","264091","436628","567584","821800","1021481","1314406","1800000","2603582","2884964","3134700","3190233","3197550",
"World","WLD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","101509","148855","319252","750629","1450136","2545270","4327956","7353071","11210115","16276503","23245154","34163332","55511190","90742447","145039493","214950979","318094174","490979600","738151139","960971700","1164248294","1414992537","1760951960","2205267896","2744574819","3368126869","4028070041","4635598795","5297769999","5893428091","6265132850","6665937272","6965109443",
"Samoa","WSM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","766","1480","2432","2500","2500","2700","10500","16000","24000","45500","86000","","","90000","","100302","99887","106524",
"Yemen, Rep.","YEM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1550","5170","8191","8250","8810","12245","16146","27677","32042","147837","486667","675162","1476000","2277559","2977781","4349000","6445000","8313000","11085000","11668000","13900000","16844700","17100000",
"South Africa","ZAF","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","5680","7100","12510","40000","340000","535000","953000","1836000","3337000","5188000","8339000","10787000","13702000","16860000","20839000","33959958","39662000","42300000","45000000","46436000","50372000","64000000","68394000","76865278","79540205",
"Congo, Dem. Rep.","COD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","8500","7200","8900","10000","12000","15000","150000","560000","1246225","1990722","2746094","4415470","6592000","9937622","9458557","11820348","15644877","20092678","28231900","37102958",
"Zambia","ZMB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1547","2721","4550","8260","28190","98853","121200","139092","241000","464354","949559","1663328","2639026","3539003","4406682","5446991","8164553","10524676","10395801","10114867",
"Zimbabwe","ZWE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5734","19000","174000","266441","314002","338779","363651","425745","647110","849146","1225654","1654721","3991000","7700000","9200000","12613935","13633167","11798652",
